Title,Directed by,Produced by,Cinematography,Country,Running Time (int),Release Date (datetime),Distributed by,Language,Written by,Starring,Edited by,Music by,Production companies,Based on,Story by,Budget (float),Box Office (float),Box Office Status,Release Year,Trailer ID,Trailer Title
The Intruder,Deon Taylor,"['Deon Taylor', 'Roxanne Avent', 'Mark Burg', 'Brad Kaplan', 'Jonathan Schwartz']",Daniel Pearl,United States,102.0,2019-05-03,Sony Pictures Releasing,English,David Loughery,"['Michael Ealy', 'Meagan Good', 'Joseph Sikora', 'Dennis Quaid']",Melissa Kent,Geoff Zanelli,"['Screen Gems', 'Hidden Empire Film Group', 'Primary Wave Entertainment']",,,8000000.0,40600000.0,Success,2019,,
UglyDolls,Kelly Asbury,"['Jane Hartwell', 'Robert Rodriguez', 'Oren Aviv']",,,87.0,2019-05-03,"['STX Entertainment', ' (United States)', 'VVS Films', ' (Canada)', ' ', 'Huaxia Film Distribution', ' (China)']",,Alison Peck,"['Kelly Clarkson', 'Janelle Monáe', 'Blake Shelton', 'Wanda Sykes', 'Gabriel Iglesias', 'Wang Leehom', 'Nick Jonas', 'Pitbull']","['Julie Rogers', 'Nolan Southerland']",Christopher Lennertz,"['STX Family', 'Reel FX Animation Studios', 'Alibaba Pictures', 'Original Force', 'Troublemaker Studios']","['David Horvath', 'Sun-min Kim']","['Robert Rodriguez', 'Larry Stuckey (uncredited)']",45000000.0,32500000.0,Failure,2019,,
Pokémon Detective Pikachu,Rob Letterman,"['Mary Parent', 'Cale Boyter', 'Hidenaga Katakami', 'Don McGowan']",John Mathieson,,104.0,2019-05-03,"['Warner Bros. Pictures (Worldwide)', 'Toho (Japan)']",English,"['Dan Hernandez', 'Benji Samit', 'Rob Letterman', 'Derek Connolly']","['Ryan Reynolds', 'Justice Smith', 'Kathryn Newton', 'Suki Waterhouse', 'Omar Chaparro', 'Chris Geere', 'Ken Watanabe', 'Bill Nighy']","['Mark Sanger', 'James Thomas']",Henry Jackman,"['Legendary Pictures', 'The Pokémon Company']","['Nintendo , Game Freak , The Pokémon Company , &', 'Creatures Inc.']","['Dan Hernandez', 'Benji Samit', 'Nicole Perlman']",150000000.0,450100000.0,Success,2019,,
The Hustle,Chris Addison,"['Roger Birnbaum', 'Rebel Wilson']",Michael Coulter,United States,94.0,2019-05-10,"['United Artists Releasing (United States)', 'Universal Pictures (International)']",English,"['Stanley Shapiro', 'Paul Henning', 'Dale Launer', 'Jac Schaeffer']","['Anne Hathaway', 'Rebel Wilson', 'Alex Sharp', 'Dean Norris', 'Timothy Simons', 'Ingrid Oliver']",Anthony Boys,Anne Dudley,"['Metro-Goldwyn-Mayer', 'Pin High Productions', 'Cave 76 Productions', 'Camp Sugar Productions']",,"['Stanley Shapiro', 'Paul Henning', 'Dale Launer']",21000000.0,97400000.0,Success,2019,,
Tolkien,Dome Karukoski,"['Peter Chernin', 'Jenno Topping', 'David Ready', 'Kris Thykier']",Lasse Frank,,112.0,2019-05-03,Fox Searchlight Pictures,English,"['David Gleeson', 'Stephen Beresford']","['Nicholas Hoult', 'Lily Collins', 'Colm Meaney', 'Derek Jacobi']",Harri Ylönen,Thomas Newman,Chernin Entertainment,,,20000000.0,9000000.0,Failure,2019,,
Poms,Zara Hayes,"['Rose Ganguzza', 'Celyn Jones', 'Sean Marley', 'Kelly McCormick', 'Ade Shannon', 'Andy Evans']",Tim Orr,United States,90.0,2019-05-10,STX Entertainment,English,Shane Atkinson,"['Diane Keaton', 'Jacki Weaver', 'Pam Grier', 'Celia Weston', 'Alisha Boe', 'Phyllis Somerville', 'Charlie Tahan', 'Bruce McGill', 'Rhea Perlman']",Annette Davey,Deborah Lurie,"['Entertainment One', 'Sierra Pictures', 'Mad As Birds', 'Rose Pictures']",,"['Zara Hayes', 'Shane Atkinson']",10000000.0,16500000.0,Failure,2019,,
The Professor and the Madman,P. B. Shemran,"['Nicolas Chartier', 'Gastón Pavlovich', 'Mel Gibson']",Kasper Tuxen,,124.0,2019-05-10,Vertical Entertainment,English,"['Todd Komarnicki', 'P. B. Shemran']","['Mel Gibson', 'Sean Penn', 'Natalie Dormer', 'Eddie Marsan', 'Jennifer Ehle', 'Jeremy Irvine', ""David O'Hara"", 'Ioan Gruffudd', 'Stephen Dillane', 'Steve Coogan']",Dino Jonsater,Bear McCreary,"['Voltage Pictures', 'Fábrica de Cine', 'Definition Films', '22h22', 'Zik Zak Filmworks', 'Caviar Antwerp NV']","['The Surgeon of Crowthorne', 'by Simon Winchester']",,25000000.0,5100000.0,Failure,2019,,
John Wick: Chapter 3 – Parabellum,Chad Stahelski,"['Basil Iwanyk', 'Erica Lee']",Dan Laustsen,United States,131.0,2019-05-09,Lionsgate,English,"['Derek Kolstad', 'Shay Hatten', 'Chris Collins', 'Marc Abrams']","['Keanu Reeves', 'Halle Berry', 'Laurence Fishburne', 'Mark Dacascos', 'Asia Kate Dillon', 'Lance Reddick', 'Anjelica Huston', 'Ian McShane']",Evan Schiff,"['Tyler Bates', 'Joel J. Richard']","['Summit Entertainment', 'Thunder Road Films', '87Eleven Productions']","['Characters', 'by Derek Kolstad']",Derek Kolstad,75000000.0,327700000.0,Success,2019,,
A Dog's Journey,Gail Mancuso,Gavin Polone,Rogier Stoffers,United States,109.0,2019-05-17,Universal Pictures,English,"['W. Bruce Cameron', 'Cathryn Michon', 'Maya Forbes', 'Wally Wolodarsky']","['Marg Helgenberger', 'Betty Gilpin', 'Henry Lau', 'Kathryn Prescott', 'Dennis Quaid', 'Josh Gad']",Robert Komatsu,Mark Isham,"['Amblin Entertainment', 'Reliance Entertainment', 'Walden Media', 'Alibaba Pictures', 'Pariah Entertainment Group']","[""A Dog's Journey"", 'by W. Bruce Cameron']",,16000000.0,75800000.0,Success,2019,,
Brightburn,David Yarovesky,"['James Gunn', 'Kenneth Huang']",Michael Dallatorre,United States,90.0,2019-05-24,Sony Pictures Releasing,English,"['Brian Gunn', 'Mark Gunn']","['Elizabeth Banks', 'David Denman', 'Jackson A. Dunn', 'Matt Jones', 'Meredith Hagner']","['Andrew S. Eisen', 'Peter Gvozdas']",Tim Williams,"['Screen Gems', 'Stage 6 Films', 'The H Collective', 'Troll Court Entertainment']",,,6000000.0,32900000.0,Success,2019,,
Booksmart,Olivia Wilde,"['Megan Ellison', 'Chelsea Barnard', 'David Distenfield', 'Jessica Elbaum', 'Katie Silberman']",Jason McCormick,United States,105.0,2019-03-10,United Artists Releasing,English,"['Emily Halpern', 'Sarah Haskins', 'Susanna Fogel', 'Katie Silberman']","['Kaitlyn Dever', 'Beanie Feldstein', 'Jessica Williams', 'Lisa Kudrow', 'Will Forte', 'Jason Sudeikis']","['Brent White', 'Jamie Gross']",Dan the Automator,"['Annapurna Pictures', 'Gloria Sanchez Productions']",,,6000000.0,25000000.0,Success,2019,,
Godzilla: King of the Monsters,Michael Dougherty,"['Mary Parent', 'Alex Garcia', 'Thomas Tull', 'Jon Jashni', 'Brian Rogers']",Lawrence Sher,,132.0,2019-05-13,"['Warner Bros. Pictures', 'Toho']",English,"['Michael Dougherty', 'Zach Shields']","['Kyle Chandler', 'Vera Farmiga', 'Millie Bobby Brown', 'Bradley Whitford', 'Sally Hawkins', 'Charles Dance', 'Thomas Middleditch', 'Aisha Hinds', ""O'Shea Jackson Jr."", 'David Strathairn', 'Ken Watanabe', 'Zhang Ziyi']","['Roger Barton', 'Richard Pearson', 'Bob Ducsay']",Bear McCreary,"['Legendary Pictures', 'Toho', 'Wanda Qingdao Studios']","['Godzilla', ', ', 'King Ghidorah', ', ', 'Mothra', ' and ', 'Rodan', 'by ', 'Toho Co., Ltd']","['Max Borenstein', 'Michael Dougherty', 'Zach Shields']",170000000.0,387300000.0,Success,2019,,
Rocketman,Dexter Fletcher,"['Adam Bohling', 'David Furnish', 'David Reid', 'Matthew Vaughn']",George Richmond,,121.0,2019-05-16,Paramount Pictures,English,Lee Hall,"['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Bryce Dallas Howard']",Chris Dickens,Matthew Margeson,"['New Republic Pictures', 'Marv Films', 'Rocket Pictures']",,,40000000.0,195300000.0,Success,2019,,
Ma,Tate Taylor,"['Jason Blum', 'Tate Taylor', 'John Norris']",Christina Voros,United States,99.0,2019-05-31,Universal Pictures,English,Scotty Landes,"['Octavia Spencer', 'Juliette Lewis', 'Diana Silvers', 'Corey Fogelmanis', 'Gianni Paolo', 'McKaley Miller', 'Luke Evans']","['Lucy Donaldson', 'Jin Lee']",Gregory Tripi,"['Blumhouse Productions', 'Wyolah Films']",,,5000000.0,61200000.0,Success,2019,,
Dark Phoenix,Simon Kinberg,"['Simon Kinberg', 'Hutch Parker', 'Lauren Shuler Donner', 'Todd Hallowell']",Mauro Fiore,United States,114.0,2019-06-04,20th Century Fox,English,Simon Kinberg,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Sophie Turner', 'Tye Sheridan', 'Alexandra Shipp', 'Jessica Chastain']",Lee Smith,Hans Zimmer,"['20th Century Fox', 'Marvel Entertainment', 'Kinberg Genre', 'Hutch Parker Productions', 'Bad Hat Harry Productions', ""The Donners' Company"", 'TSG Entertainment']","['X-Men by Stan Lee Jack Kirby', 'Stan Lee', 'Jack Kirby', '"" The Dark Phoenix Saga "" by Chris Claremont John Byrne', 'Chris Claremont', 'John Byrne']",,200000000.0,252400000.0,Failure,2019,,
The Secret Life of Pets 2,Chris Renaud,"['Chris Meledandri', 'Janet Healy']",,United States,86.0,2019-05-24,Universal Pictures,English,Brian Lynch,"['Patton Oswalt', 'Kevin Hart', 'Eric Stonestreet', 'Jenny Slate', 'Tiffany Haddish', 'Lake Bell', 'Nick Kroll', 'Dana Carvey', 'Ellie Kemper', 'Chris Renaud', 'Hannibal Buress', 'Bobby Moynihan', 'Harrison Ford']",Tiffany Hillkurtz,Alexandre Desplat,Illumination,,,80000000.0,446200000.0,Success,2019,,
Late Night,Nisha Ganatra,"['Ben Browning', 'Jillian Apfelbaum', 'Mindy Kaling', 'Howard Klein']",Matthew Clark,United States,102.0,2019-01-25,Amazon Studios,English,Mindy Kaling,"['Emma Thompson', 'Mindy Kaling', 'Max Casella', 'Hugh Dancy', 'John Lithgow', ""Denis O'Hare"", 'Reid Scott', 'Amy Ryan']",Eleanor Infante,Lesley Barber,"['FilmNation Entertainment', '30West', 'Imperative Entertainment', '3 Arts Entertainment', 'Kaling International']",,,9500000.0,22400000.0,Success,2019,,
The Last Black Man in San Francisco,Joe Talbot,"['Khaliah Neal', 'Joe Talbot', 'Dede Gardner', 'Jeremy Kleiner', 'Christina Oh']",Adam Newport-Berra,United States,120.0,2019-01-26,A24,English,"['Joe Talbot', 'Rob Richert']","['Jimmie Fails', 'Jonathan Majors', 'Tichina Arnold', 'Rob Morgan', 'Mike Epps', 'Finn Wittrock', 'Danny Glover']",David Marks,Emile Mosseri,"['Plan B Entertainment', 'Longshot Features', 'Mavia Entertainment']",,"['Jimmie Fails', 'Joe Talbot']",3000000.0,4600000.0,Failure,2019,,
Men in Black: International,F. Gary Gray,"['Walter F. Parkes', 'Laurie MacDonald']",Stuart Dryburgh,United States,115.0,2019-06-11,Sony Pictures Releasing,English,"['Art Marcum', 'Matt Holloway']","['Chris Hemsworth', 'Tessa Thompson', 'Rebecca Ferguson', 'Kumail Nanjiani', 'Rafe Spall', 'Les Twins', 'Emma Thompson', 'Liam Neeson']","['Zene Baker', 'Christian Wagner']","['Danny Elfman', 'Chris Bacon']","['Columbia Pictures', 'Amblin Entertainment', 'P + M Productions', 'Image Nation', 'Tencent Pictures', 'The Hideaway Entertainment']","['Lowell Cunningham', 'Sandy Carruthers']",,94000000.0,253900000.0,Success,2019,,
Shaft,Tim Story,['John Davis'],Larry Blanford,United States,112.0,2019-06-14,"['Warner Bros. Pictures (USA/Canada)', 'Netflix (International)']",English,"['Kenya Barris', 'Alex Barnow']","['Samuel L. Jackson', 'Jessie T. Usher', 'Regina Hall', 'Alexandra Shipp', 'Richard Roundtree']",Peter S. Elliot,Christopher Lennertz,"['Davis Entertainment', 'Khalabo Ink Society', 'New Line Cinema']","['John Shaft', 'by ', 'Ernest Tidyman']",,30000000.0,21400000.0,Failure,2019,,
Toy Story 4,Josh Cooley,"['Mark Nielsen', 'Jonas Rivera']","['Patrick Lin', 'Jean-Claude Kalache']",United States,100.0,2019-06-11,"['Walt Disney Studios', 'Motion Pictures']",English,"['Andrew Stanton', 'Stephany Folsom']","['Tom Hanks', 'Tim Allen', 'Annie Potts', 'Tony Hale', 'Keegan-Michael Key', 'Jordan Peele', 'Madeleine McGraw', 'Christina Hendricks', 'Keanu Reeves', 'Ally Maki', 'Jay Hernandez', 'Lori Alan', 'Joan Cusack']",Axel Geddes,Randy Newman,"['Walt Disney Pictures', 'Pixar Animation Studios']",,"['John Lasseter', 'Andrew Stanton', 'Josh Cooley', 'Valerie LaPointe', 'Rashida Jones', 'Will McCormack', 'Martin Hynes', 'Stephany Folsom']",200000000.0,1073000000.0,Success,2019,,
Anna,Luc Besson,"['Luc Besson', 'Marc Shmuger']",Thierry Arbogast,,119.0,2019-06-21,"['Lionsgate (International)', 'Pathé Distribution (France)']",,Luc Besson,"['Sasha Luss', 'Luke Evans', 'Cillian Murphy', 'Helen Mirren']",Julien Rey,Eric Serra,"['Summit Entertainment', 'EuropaCorp', 'TF1 Films Production', 'Canal+', 'TF1', 'OCS', 'TMC']",,,30000000.0,31600000.0,Failure,2019,,
Child's Play,Lars Klevberg,"['David Katzenberg', 'Seth Grahame-Smith']",Brendan Uegama,,90.0,2019-06-19,"['United Artists Releasing (United States)', 'Elevation Pictures (Canada)']",English,Tyler Burton Smith,"['Aubrey Plaza', 'Gabriel Bateman', 'Brian Tyree Henry', 'Mark Hamill']",Tom Elkins,Bear McCreary,"['Orion Pictures', 'KatzSmith Productions', 'Bron Creative']","['Don Mancini', 'John Lafia', 'Tom Holland']",,10000000.0,45000000.0,Success,2019,,
Annabelle Comes Home,Gary Dauberman,"['James Wan', 'Peter Safran']",Michael Burgess,United States,106.0,2019-06-26,Warner Bros. Pictures,English,Gary Dauberman,"['Mckenna Grace', 'Madison Iseman', 'Katie Sarife', 'Vera Farmiga', 'Patrick Wilson']",Kirk M. Morri,Joseph Bishara,"['New Line Cinema', 'Atomic Monster', 'The Safran Company']",,"['James Wan', 'Gary Dauberman']",32000000.0,231300000.0,Success,2019,,
Spider-Man: Far From Home,Jon Watts,"['Kevin Feige', 'Amy Pascal']",Matthew J. Lloyd,United States,129.0,2019-06-26,Sony Pictures Releasing,English,"['Chris McKenna', 'Erik Sommers']","['Tom Holland', 'Samuel L. Jackson', 'Zendaya', 'Cobie Smulders', 'Jon Favreau', 'J. B. Smoove', 'Jacob Batalon', 'Martin Starr', 'Tony Revolori', 'Marisa Tomei', 'Jake Gyllenhaal']","['Dan Lebental', 'Leigh Folsom Boyd']",Michael Giacchino,"['Columbia Pictures', 'Marvel Studios', 'Pascal Pictures']","['Stan Lee', 'Steve Ditko']",,160000000.0,1132000000.0,Success,2019,,
Escape Plan: The Extractors,John Herzfeld,"['Robbie Brenner', 'Mark Canton', 'Randall Emmett', 'George Furla', 'Zack Schiller']",Jacques Jouffret,United States,96.0,2019-07-02,Lionsgate Home Entertainment,,"['Miles Chapman', 'John Herzfeld']","['Sylvester Stallone', 'Max Zhang', 'Dave Bautista', 'Devon Sawa', 'Jaime King', 'Malese Jow', 'Harry Shum, Jr.', 'Russell Wong', 'Lydia Hull', 'Curtis Jackson']",Sean Albertson,Victor Reyes,"['Summit Entertainment', 'Grindstone Entertainment Group', 'Emmett/Furla/Oasis Films', 'Diamond Films Productions', 'Leomus Pictures', 'The Fyzz', 'INGENI0US', 'MoviePass Films', 'Highland Film Group']",,,3600000.0,1800000.0,Failure,2019,,
Midsommar,Ari Aster,"['Patrik Andersson', 'Lars Knudsen']",Pawel Pogorzelski,,148.0,2019-06-18,"['A24 (United States)', 'Nordisk Film (Sweden)']",English,Ari Aster,"['Florence Pugh', 'Jack Reynor', 'William Jackson Harper', 'Vilhelm Blomgren', 'Ellora Torchia', 'Archie Madekwe', 'Will Poulter']",Lucian Johnston,Bobby Krlic,"['Square Peg', 'B-Reel Films', 'A24']",,,9000000.0,48000000.0,Success,2019,,
Stuber,Michael Dowse,"['Jonathan Goldstein', 'John Francis Daley']",Bobby Shore,United States,93.0,2019-03-13,"['Walt Disney Studios', 'Motion Pictures']",English,Tripper Clancy,"['Kumail Nanjiani', 'Dave Bautista', 'Iko Uwais', 'Natalie Morales', 'Betty Gilpin', 'Jimmy Tatro', 'Mira Sorvino', 'Karen Gillan']",Jonathan Schwartz,Joseph Trapanese,"['GoldDay Productions', '20th Century Fox']",,,18000000.0,32300000.0,Failure,2019,,
Crawl,Alexandre Aja,"['Craig Flores', 'Sam Raimi', 'Alexandre Aja']",Maxime Alexandre,United States,87.0,2019-07-12,Paramount Pictures,English,"['Michael Rasmussen', 'Shawn Rasmussen']","['Kaya Scodelario', 'Barry Pepper']",Elliot Greenberg,"['Max Aruj', 'Steffen Thum']","['Paramount Pictures', 'Raimi Productions', 'Fire Axe Pictures']",,,13000000.0,91700000.0,Success,2019,,
The Farewell,Lulu Wang,"['Daniele Melia', 'Marc Turtletaub', 'Peter Saraf', 'Andrew Miano', 'Chris Weitz', 'Jane Zheng', 'Lulu Wang', 'Anita Gou']",Anna Franquesa Solano,United States,100.0,2019-01-25,A24,,Lulu Wang,"['Awkwafina', 'Tzi Ma', 'Diana Lin', 'Zhao Shu-zhen']","['Michael Taylor', 'Matthew Friedman']",Alex Weston,"['Ray Productions', 'Big Beach', 'Depth of Field', 'Kindred Spirit']",,,3000000.0,23100000.0,Success,2019,,
The Lion King,Jon Favreau,"['Jon Favreau', 'Jeffrey Silver', 'Karen Gilchrist']",Caleb Deschanel,United States,118.0,2019-07-09,"['Walt Disney Studios', 'Motion Pictures']",English,Jeff Nathanson,"['Donald Glover', 'Seth Rogen', 'Chiwetel Ejiofor', 'Alfre Woodard', 'Billy Eichner', 'John Kani', 'John Oliver', 'Beyoncé Knowles-Carter', 'James Earl Jones']","['Mark Livolsi', 'Adam Gerstel']",Hans Zimmer,"['Walt Disney Pictures', 'Fairview Entertainment']","['Disney', ""'s "", 'The Lion King']",,250000000.0,1663000000.0,Success,2019,,
Once Upon a Time...in Hollywood,Quentin Tarantino,"['David Heyman', 'Shannon McIntosh', 'Quentin Tarantino']",Robert Richardson,,161.0,2019-05-21,"['Sony Pictures Releasing (worldwide)', 'Huaxia Film Distribution (China)']",English,Quentin Tarantino,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie', 'Emile Hirsch', 'Margaret Qualley', 'Timothy Olyphant', 'Austin Butler', 'Dakota Fanning', 'Bruce Dern', 'Al Pacino']",Fred Raskin,,"['Columbia Pictures', 'Bona Film Group', 'Heyday Films', 'Visiona Romantica']",,,90000000.0,377600000.0,Success,2019,,
Hobbs & Shaw,David Leitch,"['Dwayne Johnson', 'Jason Statham', 'Chris Morgan', 'Hiram Garcia']",Jonathan Sela,,137.0,2019-07-13,Universal Pictures,English,"['Chris Morgan', 'Drew Pearce']","['Dwayne Johnson', 'Jason Statham', 'Idris Elba', 'Vanessa Kirby', 'Cliff Curtis', 'Helen Mirren']",['Christopher Rouse'],Tyler Bates,"['Seven Bucks Productions', 'Chris Morgan Productions']",,Chris Morgan,200000000.0,760700000.0,Success,2019,,
Dora and the Lost City of Gold,James Bobin,Kristin Burr,Javier Aguirresarobe,United States,102.0,2019-08-09,Paramount Pictures,English,"['Nicholas Stoller', 'Matthew Robinson']","['Isabela Moner', 'Eugenio Derbez', 'Michael Peña', 'Eva Longoria', 'Danny Trejo']",Mark Everson,"['John Debney', 'Germaine Franco']","['Paramount Players', 'Nickelodeon Movies', 'Walden Media', 'MRC', 'Burr! Productions']","['Dora the Explorer', 'by ', 'Chris Gifford', 'Valerie Walsh Valdes', 'Eric Weiner']","['Tom Wheeler', 'Nicholas Stoller']",49000000.0,120600000.0,Success,2019,,
The Kitchen,Andrea Berloff,"['Michael De Luca', 'Marcus Viscidi']",Maryse Alberti,United States,102.0,2019-08-09,Warner Bros. Pictures,English,Andrea Berloff,"['Melissa McCarthy', 'Tiffany Haddish', 'Elisabeth Moss', 'Domhnall Gleeson', 'James Badge Dale', ""Brian d'Arcy James"", 'Margo Martindale', 'Common', 'Bill Camp']",Christopher Tellefsen,Bryce Dessner,"['New Line Cinema', 'Bron Creative', 'DC Vertigo', 'Michael De Luca Productions']","['Ollie Masters', 'Ming Doyle']",,38000000.0,16000000.0,Failure,2019,,
The Art of Racing in the Rain,Simon Curtis,"['Patrick Dempsey', 'Tania Landau', 'Neal H. Moritz']",Ross Emery,United States,109.0,2019-08-09,20th Century Fox,English,Mark Bomback,"['Milo Ventimiglia', 'Parker', 'Amanda Seyfried', 'Kathy Baker', 'Martin Donovan', 'Gary Cole', 'Kevin Costner']",Adam Recht,"[""Dustin O'Halloran"", 'Volker Bertelmann']","['Fox 2000 Pictures', 'Original Film', 'Starbucks Entertainment', 'TSG Entertainment', 'Shifting Gears Productions']","['The Art of Racing in the Rain', 'by ', 'Garth Stein']",,18000000.0,33800000.0,Failure,2019,,
Scary Stories to Tell in the Dark,André Øvredal,"['Guillermo del Toro', 'Sean Daniel', 'Jason F. Brown', 'J. Miles Dale', 'Elizabeth Grave']",Roman Osin,,108.0,2019-08-09,"['Lionsgate Films (United States)', 'Entertainment One (Canada, United Kingdom, Australia, New Zealand, Germany, Austria, Benelux and Spain)']",English,"['Dan Hageman', 'Kevin Hageman']","['Zoe Colletti', 'Michael Garza', 'Gabriel Rush', 'Austin Zajur', 'Natalie Ganzhorn', 'Austin Abrams', 'Dean Norris', 'Gil Bellows', 'Lorraine Toussaint']",Patrick Larsgaard,"['Marco Beltrami', 'Anna Drubich']","['CBS Films', 'Entertainment One', '1212 Entertainment', 'Double Dare You Productions', 'Sean Daniel Company']","['Scary Stories to Tell in the Dark', 'by ', 'Alvin Schwartz']","['Guillermo del Toro', 'Patrick Melton', 'Marcus Dunstan']",25000000.0,104500000.0,Success,2019,,
The Peanut Butter Falcon,"['Tyler Nilson', 'Michael Schwartz']","['Albert Berger', 'Christopher Lemole', 'Lije Sarki', 'David Thies', 'Ron Yerxa', 'Tim Zajaros']",Nigel Bluck,United States,98.0,2019-03-09,Roadside Attractions,English,"['Tyler Nilson', 'Michael Schwartz']","['Shia LaBeouf', 'Dakota Johnson', 'John Hawkes', 'Zack Gottsagen']","['Kevin Tent', 'Nathaniel Fuller']","['Zachary Dawes', 'Noam Pikelny', 'Jonathan Sadoff', 'Gabe Witcher']","['Armory Films', 'Lucky Treehouse', 'Bona Fide Productions', 'Endeavor Content']",,,6200000.0,23300000.0,Success,2019,,
